maintenance_id,machine_id,maintenance_date,maintenance_type,technician_id,downtime_minutes,maintenance_cost,description
MAIN-0000272,M-010,2024-09-08,Corrective,EMP-00173,553,99221.51,Then science hospital.
MAIN-0000273,M-011,2026-04-19,Corrective,EMP-00474,175,88325.16,Lawyer oil between activity.
MAIN-0000274,M-015,2026-07-03,Emergency,EMP-00093,243,81649.32,Early senior never water stand structure.
MAIN-0000275,M-006,2025-01-16,Corrective,EMP-00326,197,63353.4,Certainly often trouble everything wife Mr.
MAIN-0000276,M-013,2025-08-18,Emergency,EMP-00298,420,38604.54,Stand important sea language action street time.
MAIN-0000277,M-020,2025-03-24,Corrective,EMP-00063,249,71890.67,Scientist his blue clear movie lay experience.
MAIN-0000278,M-013,2025-06-13,Corrective,EMP-00035,404,89438.89,Wish matter claim team goal adult.
MAIN-0000279,M-003,2025-12-16,Corrective,EMP-00442,249,39414.16,Make already summer concern fight town.
MAIN-0000280,M-009,2026-06-28,Preventive,EMP-00050,140,84780.72,Do soldier protect according appear half herself.
MAIN-0000281,M-009,2025-02-17,Corrective,EMP-00280,521,16415.56,Method chance point phone left.
MAIN-0000282,M-004,2024-11-18,Corrective,EMP-00206,43,38212.24,Resource author similar wide situation.
MAIN-0000283,M-003,2024-12-08,Preventive,EMP-00487,406,98185.44,Notice good beautiful across.
MAIN-0000284,M-004,2026-01-14,Preventive,EMP-00353,243,46553.54,Party movie authority speech help accept each.
MAIN-0000285,M-009,2026-06-04,Emergency,EMP-00157,352,18006.06,Federal throughout get anyone whole.
MAIN-0000286,M-019,2025-02-12,Preventive,EMP-00336,449,22420.2,Position down chair discover attorney successful.
MAIN-0000287,M-017,2025-02-23,Preventive,EMP-00078,507,14848.66,Break hair however author guess commercial.
MAIN-0000288,M-015,2025-07-27,Emergency,EMP-00025,494,56670.71,Side six station listen deal certain entire.
MAIN-0000289,M-018,2025-12-22,Preventive,EMP-00097,251,96532.66,Leader action your performance smile fast.
MAIN-0000290,M-013,2025-01-07,Preventive,EMP-00458,131,54240.98,Oil in part believe data drive rather.
MAIN-0000291,M-005,2024-11-09,Corrective,EMP-00413,394,39362.39,Pull note often even.
MAIN-0000292,M-004,2025-06-24,Preventive,EMP-00092,90,15381.84,Toward heavy safe kind fall service.
MAIN-0000293,M-008,2025-06-15,Corrective,EMP-00166,410,27157.82,Life ago have of today rock.
MAIN-0000294,M-014,2024-12-13,Corrective,EMP-00155,361,14425.87,We military church miss.
MAIN-0000295,M-002,2025-12-17,Preventive,EMP-00448,99,22263.66,Save high positive coach.
MAIN-0000296,M-004,2025-06-25,Emergency,EMP-00214,192,16928.14,Recently water evening once field small.
MAIN-0000297,M-009,2026-06-10,Preventive,EMP-00458,96,32032.45,Life doctor tree interesting.
MAIN-0000298,M-019,2025-07-26,Emergency,EMP-00293,438,75567.96,Candidate power as career who pay.
MAIN-0000299,M-011,2025-04-03,Corrective,EMP-00440,556,64214.72,Talk me yet newspaper.
MAIN-0000300,M-018,2026-08-11,Emergency,EMP-00008,108,98543.03,Late ago can area.
MAIN-0000301,M-011,2025-06-25,Emergency,EMP-00209,137,24932.26,Quickly kind question finish administration public.
MAIN-0000302,M-003,2025-12-21,Corrective,EMP-00317,35,96382.22,Arm professor hold job happy.
MAIN-0000303,M-019,2024-09-12,Corrective,EMP-00267,185,75163.28,Practice partner question expert.
MAIN-0000304,M-018,2025-07-30,Preventive,EMP-00127,578,79694.69,Front doctor cover before appear.
MAIN-0000305,M-010,2026-01-30,Preventive,EMP-00358,305,88109.38,Suddenly decade through ability spring expect during.
MAIN-0000306,M-009,2026-08-03,Preventive,EMP-00051,279,96739.03,Government international matter before two treatment.
MAIN-0000307,M-008,2026-07-12,Corrective,EMP-00076,410,18473.07,Also ask cup allow project already.
MAIN-0000308,M-007,2026-06-16,Emergency,EMP-00177,110,28667.24,Determine real remember Mr.
MAIN-0000309,M-012,2026-05-01,Preventive,EMP-00256,290,19919.55,Student system leader well.
MAIN-0000310,M-020,2025-09-04,Corrective,EMP-00077,496,41503.24,Win dream enter production agency assume ever fact.
MAIN-0000311,M-018,2025-03-08,Corrective,EMP-00233,142,95194.22,Whom hair citizen mention agreement.
MAIN-0000312,M-004,2025-05-13,Preventive,EMP-00161,501,68073.8,Measure control voice interest all buy.
MAIN-0000313,M-006,2025-03-11,Emergency,EMP-00438,338,8674.88,Professor home concern sense.
MAIN-0000314,M-012,2026-06-18,Emergency,EMP-00369,195,31990.72,Turn director item name receive send.
MAIN-0000315,M-013,2025-07-05,Corrective,EMP-00361,547,29448.86,Body stuff degree any our drug.
MAIN-0000316,M-018,2024-12-21,Preventive,EMP-00097,39,91895.7,Price local cost.
MAIN-0000317,M-009,2026-03-20,Emergency,EMP-00403,260,68039.62,Run question modern.
MAIN-0000318,M-009,2024-10-12,Corrective,EMP-00274,85,39307.03,Home yet in check energy two.
MAIN-0000319,M-001,2026-08-13,Preventive,EMP-00276,281,84635.75,Guy opportunity attack staff create institution.
MAIN-0000320,M-004,2025-05-20,Preventive,EMP-00145,447,55953.07,Toward assume news his.
MAIN-0000321,M-017,2025-11-27,Corrective,EMP-00264,388,70481.39,Consumer page above leader.
MAIN-0000322,M-020,2025-12-31,Corrective,EMP-00012,472,12506.07,Bar drive phone piece research safe account save.
MAIN-0000323,M-007,2024-11-24,Emergency,EMP-00358,287,41452.19,Work wall total receive all.
MAIN-0000324,M-008,2026-05-17,Preventive,EMP-00071,579,67420.06,Child gun conference project interview onto.
MAIN-0000325,M-003,2024-11-09,Preventive,EMP-00478,473,56621.89,Build drop once.
MAIN-0000326,M-017,2025-03-04,Preventive,EMP-00386,130,98114.94,Majority according upon store feel modern campaign grow.
MAIN-0000327,M-004,2026-08-24,Preventive,EMP-00126,272,76754.4,Change various nearly myself catch.
MAIN-0000328,M-005,2024-12-16,Preventive,EMP-00037,94,41631.5,Industry court any attention seat.
MAIN-0000329,M-008,2025-10-27,Emergency,EMP-00166,401,43042.68,Indicate whom public majority.
MAIN-0000330,M-006,2026-02-27,Preventive,EMP-00087,574,85082.06,Ability push how heavy customer gun.
MAIN-0000331,M-020,2025-11-15,Corrective,EMP-00090,465,19692.99,Money church small perhaps prepare true film price.
MAIN-0000332,M-007,2026-05-08,Corrective,EMP-00498,545,89303.28,Teach nature mouth with once at rock central.
MAIN-0000333,M-003,2025-05-01,Corrective,EMP-00013,377,10235.09,Church more tend.
MAIN-0000334,M-007,2025-07-05,Preventive,EMP-00041,367,9709.75,Necessary condition face.
MAIN-0000335,M-005,2025-03-22,Emergency,EMP-00201,101,6107.89,Paper any writer to administration find.
MAIN-0000336,M-018,2025-08-21,Corrective,EMP-00435,360,20275.54,None would sense base.
MAIN-0000337,M-007,2026-06-11,Preventive,EMP-00351,585,77356.76,Beat eat second receive tough name glass.
MAIN-0000338,M-011,2025-09-02,Emergency,EMP-00290,64,77562.85,Image hospital lose.
MAIN-0000339,M-011,2026-03-22,Preventive,EMP-00276,33,94199.42,Sea right power offer medical.
MAIN-0000340,M-014,2024-10-12,Preventive,EMP-00075,494,53827.12,Five four feel enjoy.
MAIN-0000341,M-014,2026-03-02,Preventive,EMP-00434,191,6142.12,Amount scientist everybody increase government black cost share.
MAIN-0000342,M-008,2025-04-11,Preventive,EMP-00304,444,43743.61,Sense cover family throughout kind station of.
MAIN-0000343,M-016,2024-09-03,Corrective,EMP-00231,503,98714.23,Beautiful national could fight once.
MAIN-0000344,M-012,2025-03-03,Emergency,EMP-00463,514,16625.44,Care inside attention one fire.
MAIN-0000345,M-004,2024-12-05,Emergency,EMP-00437,49,69475.92,Building church along week whatever bill mouth edge.
MAIN-0000346,M-009,2026-03-02,Preventive,EMP-00374,520,42537.39,Writer up right western.
MAIN-0000347,M-011,2025-04-30,Corrective,EMP-00196,350,81699.04,Country ever management.
MAIN-0000348,M-007,2026-06-29,Emergency,EMP-00316,349,56141.82,Fine ten protect ahead age daughter.
MAIN-0000349,M-011,2025-09-29,Emergency,EMP-00447,101,87119.52,Lot east bring success above strategy agree.
MAIN-0000350,M-020,2026-02-12,Emergency,EMP-00480,444,11331.29,Baby look realize focus star.
MAIN-0000351,M-006,2025-12-11,Preventive,EMP-00307,325,88534.81,Miss record different possible necessary religious contain other.
MAIN-0000352,M-012,2026-06-03,Emergency,EMP-00317,189,38589.7,Better family win position money.
MAIN-0000353,M-014,2025-03-30,Emergency,EMP-00155,311,39513.16,Billion everybody loss wait improve to.
MAIN-0000354,M-017,2025-03-31,Preventive,EMP-00010,501,88929.42,Professional heavy party amount no citizen.
MAIN-0000355,M-011,2025-09-23,Emergency,EMP-00282,380,19271.66,Republican so go national lay medical government force.
MAIN-0000356,M-018,2024-12-21,Preventive,EMP-00218,384,74819.64,Change his various accept approach.
MAIN-0000357,M-001,2026-01-06,Emergency,EMP-00170,226,14105.88,Behind room one produce possible.
MAIN-0000358,M-007,2025-04-20,Corrective,EMP-00257,44,26387.31,Doctor through treatment box then.
MAIN-0000359,M-012,2026-01-17,Emergency,EMP-00103,528,96243.96,Up catch through owner two.
MAIN-0000360,M-009,2025-02-23,Emergency,EMP-00364,134,81967.4,Size fish none situation next ready.
MAIN-0000361,M-006,2026-01-21,Emergency,EMP-00074,583,81290.47,Machine personal real power create company.
MAIN-0000362,M-003,2025-09-16,Emergency,EMP-00480,237,48225.16,Go compare hit price American research recognize get.
MAIN-0000363,M-020,2026-02-12,Corrective,EMP-00031,566,26362.18,Thank society than material pull PM seat magazine.
MAIN-0000364,M-019,2025-12-11,Emergency,EMP-00295,146,10900.5,Eight order it own.
MAIN-0000365,M-004,2025-06-20,Preventive,EMP-00250,445,54523.91,Tend occur man which teacher agree.
MAIN-0000366,M-017,2026-08-08,Corrective,EMP-00100,255,88184.51,Drug city product admit ability subject in.
MAIN-0000367,M-009,2026-08-12,Preventive,EMP-00331,406,35882.68,Perhaps unit group look white family military mind.
MAIN-0000368,M-019,2026-08-10,Corrective,EMP-00005,72,48503.4,Small operation entire kitchen represent kind picture.
MAIN-0000369,M-013,2026-03-26,Emergency,EMP-00164,300,77369.92,Yeah rock spring me history indicate issue.
MAIN-0000370,M-016,2024-11-24,Corrective,EMP-00486,433,29310.45,Energy manage scene theory test option land.
MAIN-0000371,M-018,2025-04-03,Emergency,EMP-00402,592,76848.18,Night him couple face environmental.
MAIN-0000372,M-018,2025-05-15,Emergency,EMP-00048,131,58136.12,Yeah thing list test discuss.
MAIN-0000373,M-019,2026-04-07,Preventive,EMP-00246,44,79132.89,Table above present hour.
MAIN-0000374,M-005,2025-12-09,Corrective,EMP-00099,337,19969.95,Magazine assume its.
MAIN-0000375,M-006,2026-07-27,Preventive,EMP-00265,571,57121.01,Government for TV college part.
MAIN-0000376,M-020,2025-03-03,Emergency,EMP-00126,34,64579.06,Outside economy rise process agent.
MAIN-0000377,M-020,2025-10-12,Preventive,EMP-00317,202,9501.93,Operation fill reality within chance edge their sing.
MAIN-0000378,M-009,2026-02-27,Preventive,EMP-00331,112,78188.7,Prevent record here civil stock local indicate.
MAIN-0000379,M-014,2026-01-25,Preventive,EMP-00297,49,85612.34,Why begin suffer personal control prepare.
MAIN-0000380,M-016,2026-04-19,Corrective,EMP-00196,406,95692.98,Low administration really Mr.
MAIN-0000381,M-016,2025-02-28,Preventive,EMP-00075,107,34376.09,Federal wait summer.
MAIN-0000382,M-006,2025-04-19,Corrective,EMP-00409,306,67265.9,Character bit entire including real notice.
MAIN-0000383,M-017,2025-09-14,Preventive,EMP-00324,581,75623.87,Deep similar including serious customer.
MAIN-0000384,M-018,2025-01-20,Emergency,EMP-00168,296,77964.82,Walk consider future good expert company.
MAIN-0000385,M-017,2025-03-26,Preventive,EMP-00480,344,10931.51,Skill reflect hospital.
MAIN-0000386,M-001,2025-12-26,Emergency,EMP-00451,197,60542.29,Discuss more treat compare computer least stand.
MAIN-0000387,M-015,2025-09-26,Preventive,EMP-00321,210,27627.57,Since leader green where.
MAIN-0000388,M-010,2024-10-28,Preventive,EMP-00035,71,93240.15,Investment computer score my between space interest.
MAIN-0000389,M-009,2025-08-15,Corrective,EMP-00389,111,65978.97,Down notice feel protect leg place eat.
MAIN-0000390,M-019,2025-09-03,Preventive,EMP-00406,286,49568.18,Shoulder car we.
MAIN-0000391,M-017,2024-09-16,Corrective,EMP-00182,358,48529.79,Up century ago nothing social as middle.
MAIN-0000392,M-008,2026-02-24,Corrective,EMP-00411,90,74557.81,Out consumer make anyone.
MAIN-0000393,M-018,2025-04-02,Corrective,EMP-00379,272,47960.43,Fear writer about matter.
MAIN-0000394,M-013,2025-05-19,Corrective,EMP-00180,413,68287.76,Drug about several man form reason.
MAIN-0000395,M-017,2024-12-20,Corrective,EMP-00428,428,24704.48,Item threat according consumer ability.
MAIN-0000396,M-018,2025-11-13,Preventive,EMP-00462,447,39012.28,Increase meet wear station woman.
MAIN-0000397,M-017,2026-03-10,Preventive,EMP-00355,59,50402.37,First talk little happen lay outside.
MAIN-0000398,M-014,2026-05-25,Preventive,EMP-00136,61,99023.39,Court though middle myself Mrs.
MAIN-0000399,M-003,2026-02-23,Preventive,EMP-00297,260,6029.17,Tell pick current.
MAIN-0000400,M-002,2026-06-19,Preventive,EMP-00066,409,87639.55,My give impact practice position exist.
MAIN-0000401,M-001,2025-03-16,Corrective,EMP-00096,160,42601.59,Customer art without guess responsibility authority trade executive.
MAIN-0000402,M-003,2025-09-12,Emergency,EMP-00225,178,19057.75,Relationship bad tend a top continue while owner.
MAIN-0000403,M-002,2026-08-19,Emergency,EMP-00113,170,72187.79,Nothing choice tell.
MAIN-0000404,M-009,2025-08-01,Emergency,EMP-00499,213,32967.75,Order per score week call in exist.
MAIN-0000405,M-017,2026-04-24,Emergency,EMP-00053,373,31284.92,Its general safe officer evidence item.
MAIN-0000406,M-013,2025-04-22,Corrective,EMP-00143,499,34975.96,Yard news four identify the certain indicate expect.
MAIN-0000407,M-020,2025-04-22,Corrective,EMP-00479,297,29628.1,Quite quality evening which.
MAIN-0000408,M-001,2026-06-08,Preventive,EMP-00336,62,42227.93,Whom example join between executive successful three.
MAIN-0000409,M-009,2025-04-05,Corrective,EMP-00286,467,95139.95,Reduce great strong allow particular traditional.
MAIN-0000410,M-020,2025-06-19,Emergency,EMP-00176,230,15857.46,Civil yet receive mother foot democratic take.
MAIN-0000411,M-011,2024-09-18,Corrective,EMP-00455,487,60714.87,Fish name car off range perform.
MAIN-0000412,M-006,2024-09-10,Emergency,EMP-00164,425,17116.65,Current west fear direction future size million.
MAIN-0000413,M-011,2026-08-08,Emergency,EMP-00247,102,16304.64,Among actually record upon.
MAIN-0000414,M-003,2024-12-08,Corrective,EMP-00387,488,50952.72,Allow heart show year energy yet couple know.
MAIN-0000415,M-007,2026-01-05,Emergency,EMP-00318,402,94482.45,Tell several world box happy federal toward down.
MAIN-0000416,M-008,2025-03-03,Corrective,EMP-00099,218,76643.45,Soldier have represent decide.
MAIN-0000417,M-008,2025-12-25,Emergency,EMP-00057,475,26755.32,Former number worker away.
MAIN-0000418,M-008,2026-04-05,Emergency,EMP-00472,211,28491.04,Middle standard attack loss.
MAIN-0000419,M-006,2026-08-17,Emergency,EMP-00185,237,42060.18,Watch mean she.
MAIN-0000420,M-017,2024-08-27,Preventive,EMP-00240,219,49004.96,Number nation cut line police.
MAIN-0000421,M-020,2025-04-23,Emergency,EMP-00110,517,25659.78,Place live magazine operation.
MAIN-0000422,M-012,2025-05-27,Preventive,EMP-00135,379,10649.68,Same page hour.
MAIN-0000423,M-010,2025-01-12,Corrective,EMP-00204,390,39823.01,Question three then check.
MAIN-0000424,M-005,2025-07-01,Preventive,EMP-00459,405,16582.82,Notice camera everybody onto consumer.
MAIN-0000425,M-009,2025-08-12,Corrective,EMP-00299,321,28171.32,Rock impact agency threat pay bring avoid.
MAIN-0000426,M-015,2026-07-16,Corrective,EMP-00119,479,92610.41,Compare to it turn rock travel.
MAIN-0000427,M-005,2024-10-06,Preventive,EMP-00214,528,96647.31,Support least threat middle environment method.
MAIN-0000428,M-013,2025-06-02,Corrective,EMP-00271,414,34624.94,Material follow knowledge figure bed big.
MAIN-0000429,M-004,2026-08-22,Preventive,EMP-00002,502,72468.27,Wear feeling walk pattern.
MAIN-0000430,M-002,2025-09-29,Preventive,EMP-00419,235,59528.93,By suddenly data answer.
MAIN-0000431,M-020,2026-08-19,Emergency,EMP-00493,473,73639.59,People defense change project.
MAIN-0000432,M-012,2025-09-01,Corrective,EMP-00496,89,35372.64,Material step care toward.
MAIN-0000433,M-012,2025-10-08,Preventive,EMP-00432,177,86662.31,Themselves military gas day.
MAIN-0000434,M-004,2024-12-07,Emergency,EMP-00086,559,51993.15,Idea brother city determine even civil.
MAIN-0000435,M-011,2025-11-17,Preventive,EMP-00485,302,9236.44,Home past list.
MAIN-0000436,M-020,2025-05-05,Corrective,EMP-00346,275,19429.07,Head necessary traditional street.
MAIN-0000437,M-004,2024-11-25,Preventive,EMP-00310,344,35120.44,Resource short group.
MAIN-0000438,M-010,2024-11-07,Corrective,EMP-00314,433,60301.0,Conference Congress national base mission when.
MAIN-0000439,M-018,2026-01-23,Preventive,EMP-00294,155,79958.28,Class final near then study against clearly natural.
MAIN-0000440,M-001,2026-05-05,Emergency,EMP-00334,275,57420.42,Explain party writer.
MAIN-0000441,M-018,2025-10-02,Preventive,EMP-00290,451,86643.12,Eat sea sister while.
MAIN-0000442,M-001,2026-06-23,Emergency,EMP-00003,283,35418.04,Difference television cut little.
MAIN-0000443,M-016,2024-10-10,Corrective,EMP-00020,56,15064.14,Collection ability size figure who step.
MAIN-0000444,M-005,2026-06-20,Preventive,EMP-00368,34,56561.79,Lot south deal live walk.
MAIN-0000445,M-011,2025-01-13,Emergency,EMP-00338,139,22260.85,Measure little energy probably page make key.
MAIN-0000446,M-003,2025-12-19,Preventive,EMP-00162,169,83797.45,Treat kid thus history student tonight character.
MAIN-0000447,M-004,2025-05-25,Corrective,EMP-00127,430,55913.65,Me church sea art will put among growth.
MAIN-0000448,M-008,2025-11-15,Emergency,EMP-00338,314,24340.71,Interest white where win treatment behind author.
